position_group,latitude,longitude,hospital_count,hospitals,states,districts
"28.11, 95.143",28.1097051,95.1432068,2,"Assa Diagnostics and Nursing Home | General Hospital, Pasighat",Arunachal Pradesh,East Siang
"28.144, 77.326",28.1440611,77.3258334,2,Goyal Nursing Home | Mittal Nursing Home,Haryana,Palwal
"28.145, 77.338",28.1449734,77.3378987,2,Gupta Nursing Home and Maternity Centre | Saluja Nursing Home,Haryana,Palwal
"28.19, 76.791",28.1902531,76.7907254,2,Sukhdev Hospital | Verma Nursing Homre,Haryana,Rewari
"28.193, 76.62",28.1933219,76.6203179,2,Civil Hospital | Shri Komal Eye Hospital and Dr Saxena`S Nursing Home,Haryana,Rewari
"28.194, 76.621",28.1940591,76.621356,2,"Shakuntla Multi Speciality Hospital | Eye-Q Super Speciality Eye Hospitals, Rewari",Haryana,Rewari
"28.196, 76.603",28.1963043,76.6027404,2,Jeevan Hospital | Sheel Hospital,Haryana,Mahendragarh | Rewari
"28.214, 76.799",28.2142461,76.7985669,2,Apex Hospital And Trauma Centre / Apex Hospital (Multi Speciality Centre) | Apex Health Care and Apex Hospital and Trauma Centre,Haryana,Rewari
"28.326, 76.778",28.3255049,76.778212,2,Anirud Hospital | Chc Pataudi,Haryana,Gurgaon
"28.345, 77.33",28.3454036,77.3297913,2,Laxmi Medical Centre | Raj Nursing Home,Haryana,Faridabad
"28.352, 77.397",28.3516235,77.3965966,2,Dr. Prakash Rastogi - Faridabad | Yogi Medical Hall,Haryana,Faridabad
"28.357, 77.316",28.3571595,77.3157561,2,"Bansal Nursing Home,Palwal | Florence Nursing Home",Haryana,Palwal
"28.365, 77.288",28.365007,77.2878802,2,Chandra Lok Hospital | Dr. Jagdish Chandra Clinic,Haryana,Faridabad
"28.369, 76.927",28.3688093,76.9268541,2,"Yashroop Medical Centre | Rockland Manesar, Gurgaon",Haryana,Gurgaon
"28.371, 77.28",28.371013,77.2796463,2,Kalra Clinic | Taneya Nursing Home,Haryana,Faridabad
"28.375, 76.907",28.3754567,76.9066829,2,Mission Charitable Hospital | Rathore Imt Hospital,Haryana,Gurgaon
"28.38, 77.281",28.3797086,77.2811199,2,Holy Maternity and Nursing Home | Janta Hospital and Maternity Home,Haryana,Faridabad
"28.389, 77.307",28.3893131,77.3073612,2,"Rg Stone Urology and Laparoscopy Hospital | RG Stone Urology and Laparoscopy Hospital, Faridabad",Haryana,Faridabad
"28.392, 77.306",28.3923189,77.30586385000001,2,Friends Ear Nose Throat Centre | Aster Eye Care,Haryana,Faridabad
"28.401, 77.294",28.4012148,77.2940167,2,Vardaan Hospital | Vardaan Nursing Home,Haryana,Faridabad
"28.406, 77.305",28.4056325,77.305108,2,"D M Eye Care Delhi Pvt Ltd | Aster eye care, Faridabad",Haryana,Faridabad
"28.409, 77.316",28.4089726,77.3160664,2,Gupta Nursing Home | Orion Kidney Centre,Haryana,Faridabad
"28.414, 77.322",28.4138045,77.3223915,2,Anuj Hospital | Mittal Hospital,Haryana,Faridabad
"28.424, 77.313",28.4241063,77.312993,2,Krishna Medical Centre | Jindal Nursing Home (D),Haryana,Faridabad
"28.427, 77.102",28.4271092,77.1023405,2,Shivalik Hospital | Geeta Hospital,Haryana,Faridabad
"28.434, 77.312",28.4343934,77.3123396,2,New Medicare Centre | Shankar Medicare Centre,Haryana,Faridabad
"28.457, 77.022",28.4567795,77.0219311,2,Sethi Hospital,Haryana,Gurgaon
"28.468, 77.081",28.4677684,77.0812587,2,Sita Ram Bhartia Clinic | Sitaram Bhartia Clinic,Haryana,Gurgaon
"28.471, 77.046",28.4707417,77.0463719,2,Nagpal Nursing Home | The Cradle Hospital,Haryana,Gurgaon
"28.475, 77.076",28.47518535,77.0756748,2,Max Hospital | Paras Hospitals\n,Haryana,Gurgaon
"28.494, 77.088",28.4936018,77.088325,2,"World Laparoscopy Hospital | World Laparoscopy Hospital,",Haryana,Gurgaon
"28.569, 77.172",28.5685947,77.1721518,2,"Life Line Hospital | Life Care Hospital, Karnal",Haryana,Faridabad | Karnal
"28.652, 77.421",28.651573900000002,77.4208721,2,Heritage Hospitals Pvt Ltd | Shipra Hospitals Pvt. Ltd.,Haryana,Panipat
"28.682, 77.051",28.682095,77.0512156,2,Laxmi Nursing Home | Shanti Nursing Home,Haryana,Jind
"28.683, 77.022",28.6830944,77.0216684,2,Brahm Shakti Sanjivani Hospital Pvt Ltd / Brahma Kumaris' Gobal Hospital and Research Centre | Pushpa Hospital,Haryana,Jhajjar
"28.808, 76.154",28.8080522,76.1538751,2,Mittal Heart and Poison Hospital | Ranvir Hospital,Haryana,Bhiwani
"28.831, 76.396",28.831237,76.3955603,2,Rajlaxmi Hosptial | Pawan Children S Hospital,Haryana,Rohtak
"28.858, 76.63",28.8580845,76.6297232,2,Sh. Baba Mast Nath Charitable Hospital | Shri Baba Mast Nath Charitable Hospital,Haryana,Rohtak
"28.864, 76.592",28.8643157,76.5921164,2,Jain Lifecare | Moda Nursing Home,Haryana,Rohtak
"28.868, 75.919",28.8678462,75.9190079,2,Dalal Nursing Home | Sharma Nursing Home,Haryana,Bhiwani
"28.88, 76.577",28.8802414,76.5770758,2,K.M Hospital | Vandna Maternity and Heart Hospital,Haryana,Bhiwani
"28.894, 76.603",28.893931,76.602983,2,Ishwar Eye Clinic | Ishwar Eye Centre\n,Haryana,Rohtak
"28.899, 76.588",28.898839700000003,76.5875444,2,"Sukhda Hospital | Maan Hospital,",Haryana,Hisar | Rohtak
"28.963, 77.088",28.9631624,77.0881034,2,Rama Multispeciality Hospital | Smt. Angoori Devi Ortho and General Hospital,Haryana,Sonipat
"28.964, 76.296",28.963889299999998,76.29606305,2,Anirudh Hospital | Archana Hospital,Haryana,Rohtak | Sonipat
"28.977, 77.02",28.976948,77.0201928,2,J.K Hindu Charitable Hospital | Lala Jai Kishan Hindu Charitable Hospital,Haryana,Sonipat
"28.983, 77.021",28.9833018,77.0211177,2,Arya Eye Hospital | Chhabra Nursing Home,Haryana,Sonipat
"28.995, 77.028",28.994511,77.027565,2,Dua Nursing Home | New Dua Nursing Home,Haryana,Sonipat
"29.091, 75.964",29.0905725,75.9637205,2,Inder Sain Hospital | Tanwar Hospital,Haryana,Hisar
"29.128, 75.744",29.1275526,75.7439086,2,Mhta Holi Hospital | Jain Eye Hospital,Haryana,Hisar
"29.134, 75.741",29.1335361,75.7405016,2,Holy Help Hospital | Jawa Child Care Centre,Haryana,Hisar
"29.139, 75.741",29.1385929,75.7410228,2,Sushil Garg Hospital / Sushil Garg Eye and Maternity Hospital | Lamba Eye Centre,Haryana,Karnal | Kurukshetra
"29.154, 75.716",29.1538909,75.7160693,2,Sharma Nursing Home / Sharma Ravin Hospital | Sharma Nursing Home,Haryana,Hisar
"29.241, 77.011",29.2405629,77.0113048,2,Akash Hospital | Kapila Hospital,Haryana,Panipat
"29.295, 76.309",29.2948895,76.3091646,2,Bal Dharmath Hospital/Bal Dharmarth Hospital | Kumar Maternity Home,Haryana,Jind
"29.331, 75.633",29.3306696,75.6330686,2,Agroha Medical College | Maharaja Agrasen Medical College and Hospital,Haryana,Hisar
"29.379, 76.966",29.3788655,76.9656473,2,Aggarwal Eye Hospital | Malik Hospital,Haryana,Panipat
"29.591, 76.115",29.5910963,76.1145993,2,General Hospital | General Hospital Narwana,Haryana,Jind
"29.676, 77.009",29.6758311,77.0089452,2,Aditi Clinic and Kapoor Hospital | Noor Medical Centre,Haryana,Karnal
"29.698, 77.004",29.698219,77.0038033,2,Children`S Nursing Home | Dr. Shyamal Sen Child Spwcialist and Neonatoligist,Haryana,Karnal
"29.711, 77.013",29.7109366,77.013356,2,Monga Nursing Home | Dr. Gain Bhushan Nursing Home and Heart Centre,Haryana,Karnal
"29.796, 76.422",29.7963805,76.42155,2,Dev Nursing Home | Singla Surgical Hospital,Haryana,Kaithal
"29.807, 76.411",29.8072108,76.4110039,2,Kaithal Nursing Home | Mittal Surgical and Maternity Hospital,Haryana,Kaithal
"29.967, 74.7",29.9671034,74.7001328,2,Agnihotri Surgical and Maternity Hospital | Bagla Eye Hospital and Laser Centre,Haryana,Sirsa
"29.969, 76.874",29.9689992,76.873699,2,Arora Eye and Lasik Laser Centre,Haryana,Karnal
"29.996, 77.045",29.9960274,77.0446062,2,Sanjay Hospital | Radha Krishan Hospital,Haryana,Kurukshetra
"30.054, 77.005",30.0536751,77.0053625,2,Bhaskar Medicare Hospital | Jeevan Jyoti Children Hospital,Haryana,Kurukshetra
"30.138, 77.282",30.1377303,77.2819983,2,Mahairshi Dayanand Maternity and General Hospital | Smt. Shanti Devi Kalra Eye and Maternity Hospital,Haryana,Yamunanagar
"30.167, 76.868",30.1672152,76.8683714,2,Healing Home | Wadhwa Nursing Home,Haryana,Kurukshetra
"30.195, 71.479",30.1950435,71.4792529,2,Civil Hospital | General Hospital,Haryana,Hisar
"30.266, 77.456",30.2655303,77.4564769,2,Aggrawal Hospital | Kapil Hospital,Haryana,Yamunanagar
"30.334, 76.846",30.3336585,76.8461496,2,Dhamija Hospital | Dr. Milkhi Ram Eye and Maternity Hospital,Haryana,Ambala
"30.337, 76.865",30.3371273,76.86462945,2,K D Hospital and C T Scan | Monga Hospital And Stone Centre,Haryana,Ambala
"30.344, 78.044",30.3436005,78.043795,2,Ajinkya Nursing Home | Yash Netralaya and Child Hospital,Maharashtra,Amravati
"30.349, 76.834",30.3490194,76.8335545,2,Dr. Baini Parshad Hospital | Vignesh Hospital,Haryana,Ambala | Yamunanagar
"30.366, 76.786",30.366176799999998,76.78629190000001,2,Aggarwal Heart And Surgical Hospital | Mehndiratta Hospital,Haryana,Ambala
"30.372, 76.788",30.3717157,76.7876854,2,Vardhman Hospital | Narain Hospital,Haryana,Ambala
"30.379, 76.778",30.3792221,76.7780513,2,"Kapoor Hospital,  City | Swaraj Medical Centre",Haryana,Ambala
"30.445, 77.602",30.445283,77.6020569,2,Pawar Nursing Home | Himachal Institute of Dental Sciences,Himachal Pradesh,Sirmaur
"30.518, 76.809",30.5175306,76.8087557,2,Healing Touch Super Speciality | Healing Touch Superspeciality Hospital,Haryana,Ambala
"30.675, 76.863",30.6747384,76.8634479,2,"Alchemist Hospitals Ltd. / (Formerly Know As Kaiser Hospital Ltd.) | Alchemist Hospital, Panchkula",Haryana,Panchkula
"30.679, 76.845",30.678704,76.844589,2,Uttam Clinic and Hospital | R P Stone Clinic Pvt.Ltd..Karnal,Haryana,Karnal
"30.689, 76.754",30.6892033,76.7538467,2,Government Medical College and Hospital,Chandigarh,Chandigarh
"30.69, 76.861",30.6903348,76.8609575,2,Bajaj Bone and Joint Clinic | Divine Eye Clinic,Haryana,Panchkula
"30.695, 76.844",30.6953385,76.8436041,2,Dr Bakshis Clinical Laboratory | Takkar Dental Clinic,Haryana,Panchkula
"30.699, 76.836",30.6987539,76.8360578,2,Mehta Medical Centre | Pulse Hospital,Haryana,Panchkula
"30.726, 77.185",30.7258579,77.1854543,2,Civil Hospital,Himachal Pradesh,Sirmaur
"30.734, 76.766",30.7337881,76.7660481,2,Arora Ultrasound Clinic | Shanti Maternity Clinic,Haryana,Faridabad
"30.797, 76.918",30.797013,76.9177947,2,G D Child Care Centre | Khera Hospital / Khera Hospital and X-Ray Centre,Haryana,Panchkula
"30.85, 77.299",30.849989,77.2994144,2,Civil Hospital,Himachal Pradesh,Sirmaur
"30.878, 77.201",30.8784866,77.2008209,2,P.H.C. | Primary Health Centre,Himachal Pradesh,Sirmaur
"30.907, 77.108",30.9067042,77.1075578,2,E.S.I. Hospital | JP Hospital and Paediatric Centre,Himachal Pradesh,Solan
"30.919, 77.642",30.9190232,77.6424486,2,Civil Hospital,Himachal Pradesh,Shimla
"30.948, 77.59",30.9478979,77.5901243,2,Civil Hospital,Himachal Pradesh,Shimla
"30.958, 76.791",30.9578258,76.7913558,2,Life Care Hospital | Bhojia General Hospital,Himachal Pradesh,Solan
"30.97, 77.105",30.9702143,77.1053673,2,Civil Hospital,Himachal Pradesh,Solan
"31.103, 77.16",31.1027186,77.1602007,2,Bansal Hospital Heart Care Center | Batra Nursing Home and Heart Care Centre,Haryana,Rewari | Sonipat
"31.112, 77.666",31.1116916,77.6664976,2,Civil Hospital,Himachal Pradesh,Shimla
"31.13, 77.228",31.1296226,77.2283453,2,Primary Health Centre | P H C,Himachal Pradesh,Shimla
"31.156, 76.969",31.1562331,76.9686717,2,Civil Hospital,Himachal Pradesh,Solan
"31.308, 75.566",31.3084431,75.5658979,2,Arora Nursing Home | Arora Nursing Home\n,Haryana,Rewari
"31.311, 77.474",31.3113704,77.4744889,2,Civil Hospital,Himachal Pradesh,Shimla
"31.318, 75.593",31.3175719,75.5929159,2,Sai Baba Nursing Home | Tharani Children Hospital And Dental Clinic,Chhattisgarh,Raipur
"31.318, 77.446",31.3182709,77.4458151,2,Community Health Centre | C H C Kumarsain,Himachal Pradesh,Shimla
"31.408, 76.343",31.4078164,76.3434679,2,Choudhary Nursing and Maternity Home | Anandraj Malik Hospital and Diagnostic Centre\n,Himachal Pradesh,Una
"31.423, 77.576",31.4225306,77.5762703,2,Civel Hospital Niramd | Civil Hospital,Himachal Pradesh,Kullu
"31.425, 78.265",31.4254859,78.2649956,2,Chc Sangla | Community Health Centre,Himachal Pradesh,Kinnaur
"31.433, 75.714",31.4329486,75.713901,2,Sneh Nursing Home | Krishan Surgical and General Hospital,Bihar | Haryana,Bhagalpur | Hisar
"31.449, 77.63",31.4492451,77.6298122,2,Ayurvedic Hospital | MGMSCKHNERI,Himachal Pradesh,Shimla
"31.517, 78.099",31.5173528,78.0990646,2,"Jaypee Hospital | PHC, Tapri",Himachal Pradesh,Kinnaur
"31.539, 78.268",31.5390437,78.2675478,2,DistrictAyurvedic | Regional Hospital,Himachal Pradesh,Kinnaur
"31.558, 77.947",31.5581415,77.9467371,2,Chc Nichar | Primary Health Centre,Himachal Pradesh,Kinnaur
"31.639, 74.866",31.6386589,74.8659017,2,Dr. Kaushal Surgical Hospital and Maternity Home | Om Heart Care and Medical Centre,Haryana,Rewari
"31.643, 76.643",31.6429515,76.6427152,2,Community Health Centre,Himachal Pradesh,Hamirpur
"31.68, 76.117",31.6798005,76.1174988,2,Community Health Centre,Himachal Pradesh,Una
"31.704, 76.926",31.7037018,76.9259812,2,Banga Diagnostic | Mandav Hospital,Himachal Pradesh,Mandi
"31.708, 76.931",31.7081655,76.9313675,2,DistrictAyurvedic Hospital | Neta Ji Subhash Chander Bose Zonal Hospital,Himachal Pradesh,Mandi
"31.764, 78.59",31.7640211,78.5902143,2,Chc Pooh | Community Health Centre,Himachal Pradesh,Kinnaur
"31.805, 76.104",31.8054391,76.1044506,2,Chc Chintpurni | Civil Hospital,Himachal Pradesh,Una
"31.834, 76.505",31.833859,76.5054652,2,Chc Sujanpur Tira | Community Health Centre,Himachal Pradesh,Hamirpur
"31.924, 76.458",31.9244395,76.4584777,2,Civil Hospital,Himachal Pradesh,Kangra
"31.991, 76.79",31.9912388,76.7899135,2,Ayurvedic Hospital | Civil Hospital,Himachal Pradesh,Mandi
"32.108, 76.274",32.1075096,76.2744999,2,S M Eye Hospital | S.M.Eye Hospital,Himachal Pradesh,Kangra
"32.108, 76.535",32.1077955,76.5348237,2,Civil Hospital,Himachal Pradesh,Kangra
"32.135, 75.689",32.1346319,75.6891699,2,Civil Hospital | Community Health Centre,Himachal Pradesh,Kangra
"32.196, 76.356",32.1955777,76.3564929,2,Community Health Center | Community Health Centre,Himachal Pradesh,Kangra
"32.431, 76.013",32.4311794,76.0130784,2,"Referral Hospital, Chowari | Referral Hospital",Himachal Pradesh,Chamba
"32.456, 75.934",32.455834949999996,75.93438195,2,"P H C, Kakira | Primary Health Centre",Himachal Pradesh,Chamba
"32.616, 76.903",32.6161802,76.9034408,2,C H C Shansha | Community Health Centre,Himachal Pradesh,Lahaul and Spiti
"32.696, 74.877",32.6957555,74.8770282,2,"Ankur Clinic and Nursing Home, Jammu | Lochan Nursing Home",Jammu and Kashmir,Jammu
"32.703, 74.861",32.7034322,74.8609472,2,Ankur Clinic | Life Scan Nursing Home,Jammu and Kashmir,Jammu
"32.738, 74.849",32.7378396,74.849251,2,"Chand Eye Clinic | Government Medical College, Jammu",Jammu and Kashmir,Jammu
"33.778, 76.576",33.778175,76.5761714,2,Jammu and Kashmir Government Health Deptt. | District Hospital,Jammu and Kashmir,Anantnag | Doda
"8.481, 76.943",8.4810022,76.9427006,2,Sp Fort Hospital | Vasudeva Vilasam Aryavaidyasala and Nursing Home,Kerala,Thiruvananthapuram
"8.521, 76.942",8.5207295,76.9422873,2,Sut Hospital | Meditrina Hospital,Kerala,Thiruvananthapuram
"8.529, 76.94",8.5292277,76.9398195,2,"Chaithanya Eye Hospital and Research Institute | CGHS, Dispensary No.1",Kerala,Thiruvananthapuram
"8.619, 76.899",8.619466,76.8987284,2,Dr. Pai Heart Foundation | Karunya Hospital and Diabetic Centre,Kerala,Thiruvananthapuram
"8.888, 76.585",8.8875336,76.5845805,2,S.S.M Hospital | Hari Sree Hospital,Kerala,Kollam
"8.908, 76.738",8.9076174,76.7376566,2,Azeezia Mediacal College Hospital - Kollam | Azeezia Medical College,Kerala,Kollam
"9.006, 76.783",9.006068800000001,76.7829029,2,Maithri Multi Speciality Hospital | Vijaya Hospital,Kerala,Kollam
"9.01, 76.93",9.009768,76.9297354,2,Deen Hospital | Dr. A.Shahul Hammed Superintend Taluk Hospital,Kerala,Kollam
"9.225, 76.678",9.2250669,76.6784746,2,Nss Medical Mission Hospital | Changethu Ayurveda Hospital,Kerala,Pathanamthitta
"9.251, 76.54",9.2505757,76.5400806,2,"P.M. Hospital, Mavelikara | Vrindavan Ayurveda Nursing Home",Kerala,Alappuzha
"9.33, 76.532",9.3303263,76.5318695,2,Gems Hospital | Sovereign Gems Hospital,Kerala,Alappuzha
"9.338, 76.717",9.3383655,76.7166444,2,Mar Gregorious Memorial Muthoot Medical Center | Mgm Muthoot Medical Centre,Kerala,Pathanamthitta
"9.684, 76.337",9.6836368,76.3365377,2,"Primary Health Centre, Vrvm | Sree Narayana Medical Mission General Hospital",Kerala,Alappuzha
"9.714, 76.683",9.7137531,76.6829278,2,General Hospital | Upasana Hospital,Kerala,Kottayam
"9.722, 76.393",9.7216446,76.3926668,2,"Indo American Hospital, Brain and Spine | St.Xaviers Hospital",Kerala,Kottayam
"9.863, 76.594",9.8627081,76.5942178,2,Deva Matha Hospital | Naynam Ayurvedic Eye Hospital,Kerala,Ernakulam
"9.937, 76.323",9.9368112,76.3232042,2,P.S. Mission Hospital | Perpetual Succour Mission Hospital,Kerala,Ernakulam
"9.946, 76.258",9.9463846,76.2580499,2,Goutham Hospital | Gautham Hospital,Kerala,Ernakulam
"9.947, 76.343",9.9470769,76.3427067,2,Devi Hospital Pvt Ltd | Vijaya Kumara Menon Hospital,Kerala,Ernakulam
"9.978, 76.474",9.9782707,76.4738971,2,M.O.S.C. Medical College Hospital Kolenchery | Malankara Orthodox Syrian Church Medical College (M.O.S.C.M.C),Kerala,Ernakulam
"9.989, 76.433",9.9892017,76.4334968,2,Sree Agasthya Medical Centre | Verma Medical Clinic,Kerala,Ernakulam
"10.005, 76.571",10.0046,76.5708,1,Chari Hospital,Kerala,Ernakulam
"10.007, 76.278",10.0065589,76.2782693,1,Lourdes Hospital,Kerala,Ernakulam
"10.008, 76.278",10.0079615,76.2779032,1,Lourdes Hospital,Kerala,Ernakulam
"10.01, 76.311",10.0101013,76.3111946,1,Cimar Cochin,Kerala,Ernakulam
"10.012, 76.953",10.0115043,76.9527836,1,Vijayaraja Hospital,Kerala,Idukki
"10.022, 76.299",10.0217485,76.2989994,1,Cochin Spine Hospital,Kerala,Ernakulam
"10.022, 76.308",10.0217907,76.3075913,1,Mar Augustin Jubilee Hospital,Kerala,Ernakulam
"10.024, 76.312",10.0236761,76.3116235,1,Punarnava Ayurveda Hospital,Kerala,Ernakulam
"10.025, 76.449",10.0252873,76.4490782,1,General Clinic,Kerala,Ernakulam
"10.027, 76.299",10.0272282,76.2985941,1,Amrita Institute of Medical Sciences (AIMS),Kerala,Ernakulam
"10.034, 76.336",10.0335491,76.3355075,1,Aditya Eye Hospital,Kerala,Ernakulam
"10.038, 76.297",10.0380878,76.2973528,1,Amrita Institute Of Medical Sciences And Research Centre,Kerala,Ernakulam
"10.04, 76.32",10.0397131,76.3195853,1,Dr. Promodus Institute Of Sexual and Marital Health,Kerala,Ernakulam
"10.041, 76.32",10.0410788,76.3195853,1,Kims Hospital And Surgical Center,Kerala,Ernakulam
"10.045, 76.395",10.0451768,76.3953699,1,Samaritan Hospital,Kerala,Ernakulam
"10.054, 76.254",10.0540229,76.2537052,1,Government Ayurveda Hospital,Kerala,Ernakulam
"10.056, 76.586",10.0560287,76.5855308,1,Nangelil Hospital,Kerala,Ernakulam
"10.058, 76.346",10.0579063,76.3463624,1,Co-Operative Medical College Hospital,Kerala,Ernakulam
"10.06, 76.635",10.0601903,76.6350827,1,Mar Baselios Medial Mission Hospital,Kerala,Ernakulam
"10.069, 76.213",10.0687019,76.2131474,1,Sarada Nursing Home,Kerala,Ernakulam
"10.074, 76.271",10.0743385,76.2713608,1,Ub Trust Hospital and Diagnostic Centre,Kerala,Ernakulam
"10.089, 76.245",10.089171,76.2450153,1,Don Bosco Hospital,Kerala,Ernakulam
"10.089, 77.058",10.0885685,77.0581065,1,General Hospital,Kerala,Idukki
"10.089, 77.06",10.0889333,77.0595248,1,Tata Global Beverages Limited General Hospital,Kerala,Idukki
"10.106, 76.351",10.1056361,76.3509169,1,Karothukuzhi Hospital Pvt Ltd,Kerala,Ernakulam
"10.107, 76.263",10.1069106,76.2626661,1,Little Flower Hospital Annex,Kerala,Ernakulam
"10.109, 76.354",10.1089208,76.3542228,1,Kerala Ayurveda Hospital,Kerala,Ernakulam
"10.111, 76.481",10.1111911,76.4807109,1,Mammen Memmorial Hospital,Kerala,Alappuzha
"10.114, 76.33",10.1136767,76.3298622,1,Noushad Ent Hospital and Research Centre,Kerala,Ernakulam
"10.114, 76.474",10.1143869,76.4736441,1,M.V. Joseph Memorial Hospital,Kerala,Ernakulam
"10.118, 76.516",10.1175991,76.5163489,1,Parathuvayalil Hospital,Kerala,Ernakulam
"10.12, 76.199",10.1199994,76.1986595,1,St.Vincent De-Paul Hospital,Kerala,Ernakulam
"10.134, 76.401",10.1340201,76.4013471,1,Aiswarya Clinic,Kerala,Ernakulam
"10.167, 76.44",10.1672856,76.439884,1,P.M.M. Hsopital,Kerala,Ernakulam
"10.172, 76.296",10.1715597,76.2962508,1,Sree Narayana Institute of Medical Science,Kerala,Ernakulam
"10.173, 76.18",10.1729267,76.1796042,1,Navabharath Medical Center,Kerala,Ernakulam
"10.185, 76.472",10.1850163,76.4723506,1,St.Thomas Hospital,Kerala,Ernakulam
"10.207, 76.453",10.2073598,76.4534165,1,Medical Centre,Kerala,Ernakulam
"10.21, 76.205",10.2103464,76.2050105,1,Arya Vaidya Asramam Ayurveda Hospital,Kerala,Thrissur
"10.228, 76.379",10.2275552,76.3789758,1,Alphonsa Hospital Karukutty,Kerala,Ernakulam
"10.263, 76.349",10.2632016,76.3492569,1,Devamatha Hospital,Kerala,Thrissur
"10.289, 76.278",10.2893846,76.2777114,1,Maria Theressa Hospital,Kerala,Thrissur
"10.333, 76.215",10.3326388,76.2150071,1,The Irinjalakuda Co-Operative Hospital Ltd.,Kerala,Thrissur
"10.362, 77.967",10.3624871,77.9674234,1,Jangu Hospital and Polyclinic,Karnataka,Belagavi
